"SkillDir","RefFile","RefPath","RefSize","RefDesc","Status","SelfRef","PromptRef","PromptFiles","SiblingRef","SiblingFiles","CommonRef","CommonFiles","IsStale","MissingRefsSec"
"都市职场\skills\都市职场-输出WebNovel版","平台研究补充.md","都市职场\skills\都市职场-输出WebNovel版\references\平台研究补充.md","2801","平台研究补充","ok","True","False","","False","","False","","False","True"
"都市职场\skills\都市职场-输出WebNovel版","题材边界与来源.md","都市职场\skills\都市职场-输出WebNovel版\references\题材边界与来源.md","1061","都市职场-输出WebNovel版｜题材边界与来源","ok","True","False","","False","","False","","False","True"
"都市职场\skills\都市职场-输出WebNovel版","执行细则与题材补丁.md","都市职场\skills\都市职场-输出WebNovel版\references\执行细则与题材补丁.md","4384","都市职场-输出WebNovel版｜执行细则与题材补丁","ok","True","False","","False","","False","","False","True"
"都市职场\skills\都市职场-章节创作闭环","读者侧产物接线规则.md","都市职场\skills\都市职场-章节创作闭环\references\读者侧产物接线规则.md","696","读者侧产物接线规则","ok","True","False","","False","","False","","False","True"
"都市职场\skills\都市职场-章节创作闭环","控制卡入正文施工与回炉桥.md","都市职场\skills\都市职场-章节创作闭环\references\控制卡入正文施工与回炉桥.md","948","控制卡入正文施工与回炉桥","ok","True","False","","False","","False","","False","True"
"都市职场\skills\都市职场-章节创作闭环","题材章节创作闭环补充规则.md","都市职场\skills\都市职场-章节创作闭环\references\题材章节创作闭环补充规则.md","3439","题材章节创作闭环补充规则（都市职场）","ok","True","False","","False","","False","","False","True"
"都市职场\skills\都市职场-章节创作闭环","阅读笔记与分章书评路径约定补充.md","都市职场\skills\都市职场-章节创作闭环\references\阅读笔记与分章书评路径约定补充.md","586","阅读笔记与分章书评路径约定补充","ok","True","False","","False","","False","","False","True"
"都市职场\skills\都市职场-正文润色","章节正文润色检查清单.md","都市职场\skills\都市职场-正文润色\references\章节正文润色检查清单.md","1991","都市职场-章节正文润色检查清单","ok","True","False","","False","","False","","False","True"
"都市职场\skills\都市职场-正文润色","章节正文润色流程.md","都市职场\skills\都市职场-正文润色\references\章节正文润色流程.md","3691","都市职场-章节正文润色流程","ok","True","False","","False","","False","","False","True"
"都市职场\skills\都市职场-正文润色","正文润色数值双轨禁忌与沉浸控制.md","都市职场\skills\都市职场-正文润色\references\正文润色数值双轨禁忌与沉浸控制.md","37763","正文润色数值双轨禁忌与沉浸控制","ok","True","False","","False","","True","通用-正文润色","False","True"
"都市职场\skills\都市职场-正文润色","正文润色增强技法与读者机制.md","都市职场\skills\都市职场-正文润色\references\正文润色增强技法与读者机制.md","29765","正文润色增强技法与读者机制","ok","True","False","","False","","True","通用-正文润色","False","True"
"都市职场\skills\都市职场-正文润色","正文润色执行流程与输出规范.md","都市职场\skills\都市职场-正文润色\references\正文润色执行流程与输出规范.md","18361","正文润色执行流程与输出规范","ok","True","False","","False","","True","通用-正文润色","False","True"
"都市职场\skills\都市职场-正文润色","正文润色总裁判与交付规则.md","都市职场\skills\都市职场-正文润色\references\正文润色总裁判与交付规则.md","10840","正文润色总裁判与交付规则","ok","True","False","","False","","False","","False","True"
"都市职场\skills\都市职场-执行场景单元","都市日常异化与场景压迫补丁.md","都市职场\skills\都市职场-执行场景单元\references\都市日常异化与场景压迫补丁.md","666","都市日常异化与场景压迫补丁","ok","True","False","","False","","False","","False","True"
"都市职场\skills\都市职场-执行场景单元","控制卡到场景单元桥接模板.md","都市职场\skills\都市职场-执行场景单元\references\控制卡到场景单元桥接模板.md","566","控制卡到场景单元桥接补充（都市职场）","ok","True","False","","False","","False","","False","True"
"都市职场\skills\都市职场-执行场景单元","README.md","都市职场\skills\都市职场-执行场景单元\references\README.md","185","题材 references 占位","ok","True","False","","False","","True","通用-平台签约评估框架;通用-设计总大纲;通用-组包投稿材料","True","True"
"都市职场\skills\都市职场-执行对话冲突","都市职业话术与问责约谈压迫补充.md","都市职场\skills\都市职场-执行对话冲突\references\都市职业话术与问责约谈压迫补充.md","1111","都市职业话术与问责约谈压迫补充","ok","True","False","","False","","False","","False","True"
"都市职场\skills\都市职场-执行对话冲突","控制卡回报点与对话施压桥.md","都市职场\skills\都市职场-执行对话冲突\references\控制卡回报点与对话施压桥.md","735","控制卡回报点与对话施压桥","ok","True","False","","False","","False","","False","True"
"都市职场\skills\都市职场-执行对话冲突","README.md","都市职场\skills\都市职场-执行对话冲突\references\README.md","191","题材 references 占位","ok","True","False","","False","","True","通用-平台签约评估框架;通用-设计总大纲;通用-组包投稿材料","True","True"
"都市职场\skills\都市职场-执行微空间受限场景","都市微空间异化手法与禁行项.md","都市职场\skills\都市职场-执行微空间受限场景\references\都市微空间异化手法与禁行项.md","599","都市微空间异化手法与禁行项","ok","True","False","","False","","False","","False","True"
"都市职场\skills\都市职场-执行微空间受限场景","控制卡压进微空间镜头的施工桥.md","都市职场\skills\都市职场-执行微空间受限场景\references\控制卡压进微空间镜头的施工桥.md","864","控制卡压进微空间镜头的施工桥","ok","True","False","","False","","False","","False","True"
"都市职场\skills\都市职场-执行微空间受限场景","README.md","都市职场\skills\都市职场-执行微空间受限场景\references\README.md","203","题材 references 占位","ok","True","False","","False","","True","通用-平台签约评估框架;通用-设计总大纲;通用-组包投稿材料","False","True"
"都市职场\skills\都市职场-撰写内容简介","题材简介补充规则.md","都市职场\skills\都市职场-撰写内容简介\references\题材简介补充规则.md","1947","题材简介补充规则（都市职场）","ok","True","False","","False","","False","","False","True"
"都市职场\skills\都市职场-撰写书评","都市职场按平台推荐书评模板组.md","都市职场\skills\都市职场-撰写书评\references\都市职场按平台推荐书评模板组.md","560","按平台书评模板组补充（都市职场）","ok","True","False","","False","","False","","False","True"
"都市职场\skills\都市职场-撰写书评","普通读者都市职场书评切口库.md","都市职场\skills\都市职场-撰写书评\references\普通读者都市职场书评切口库.md","971","普通读者都市职场书评切口库","ok","True","False","","False","","False","","False","True"
"都市职场\skills\都市职场-撰写书评","题材书评补充规则.md","都市职场\skills\都市职场-撰写书评\references\题材书评补充规则.md","1514","题材书评补充规则（都市职场）","ok","True","False","","False","","False","","False","True"
"都市职场\skills\都市职场-组包投稿材料","起点内投材料落盘模板.md","都市职场\skills\都市职场-组包投稿材料\references\起点内投材料落盘模板.md","1000","起点内投材料落盘模板补充（都市职场）","ok","True","False","","False","","False","","False","True"
"都市职场\skills\都市职场-组包投稿材料","题材投稿包补充规则.md","都市职场\skills\都市职场-组包投稿材料\references\题材投稿包补充规则.md","4379","题材投稿包补充规则（都市职场）","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-创建小说正文","控制卡落正文与镜头化桥接.md","都市悬疑\skills\都市悬疑-创建小说正文\references\控制卡落正文与镜头化桥接.md","1011","控制卡落正文与镜头化桥接","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-创建小说正文","题材正文创作补充规则.md","都市悬疑\skills\都市悬疑-创建小说正文\references\题材正文创作补充规则.md","5993","题材正文创作补充规则（都市悬疑）","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-大纲审阅优化闭环","题材大纲闭环补充规则.md","都市悬疑\skills\都市悬疑-大纲审阅优化闭环\references\题材大纲闭环补充规则.md","2700","题材大纲闭环补充规则（都市悬疑）","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-大纲审阅优化闭环","总纲分卷审改轮次与回写策略.md","都市悬疑\skills\都市悬疑-大纲审阅优化闭环\references\总纲分卷审改轮次与回写策略.md","979","总纲 / 分卷审改轮次与回写策略","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-多平台输出编排","题材多平台输出保真规则.md","都市悬疑\skills\都市悬疑-多平台输出编排\references\题材多平台输出保真规则.md","2444","题材多平台输出保真规则（都市悬疑）","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-多平台输出编排","README.md","都市悬疑\skills\都市悬疑-多平台输出编排\references\README.md","225","都市悬疑多平台输出 references","orphan","False","False","","False","","True","通用-平台签约评估框架;通用-设计总大纲;通用-组包投稿材料","False","True"
"都市悬疑\skills\都市悬疑-多平台小说适配","都市悬疑平台适配优先级矩阵.md","都市悬疑\skills\都市悬疑-多平台小说适配\references\都市悬疑平台适配优先级矩阵.md","1299","都市悬疑平台适配优先级矩阵","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-分析竞对作品","都市悬疑竞对分析补充维度.md","都市悬疑\skills\都市悬疑-分析竞对作品\references\都市悬疑竞对分析补充维度.md","4395","都市悬疑竞对分析补充维度","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-管理连续性冷热线","题材连续性补充规则.md","都市悬疑\skills\都市悬疑-管理连续性冷热线\references\题材连续性补充规则.md","3427","题材连续性补充规则","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-平台签约评估框架","起点都市悬疑审核锚点与红线.md","都市悬疑\skills\都市悬疑-平台签约评估框架\references\起点都市悬疑审核锚点与红线.md","2353","起点都市悬疑审核锚点与红线","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-平台签约评估框架","起点签约概率评估报告模板.md","都市悬疑\skills\都市悬疑-平台签约评估框架\references\起点签约概率评估报告模板.md","1430","起点签约概率评估报告模板补充（都市悬疑）","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-平台签约评估框架","起点签约概率评估检查清单.md","都市悬疑\skills\都市悬疑-平台签约评估框架\references\起点签约概率评估检查清单.md","15753","起点签约概率评估检查清单（都市悬疑｜严格版）","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-去AI味重写","都市冷压迫来源保护清单.md","都市悬疑\skills\都市悬疑-去AI味重写\references\都市冷压迫来源保护清单.md","570","都市冷压迫来源保护清单","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-去AI味重写","去AI味执行清单.md","都市悬疑\skills\都市悬疑-去AI味重写\references\去AI味执行清单.md","3654","去AI味执行清单","ok","True","False","","False","","True","通用-去AI味重写","False","True"
"都市悬疑\skills\都市悬疑-去AI味重写","三级改造与工具包.md","都市悬疑\skills\都市悬疑-去AI味重写\references\三级改造与工具包.md","2068","三级改造与工具包","ok","True","False","","False","","True","通用-去AI味重写","False","True"
"都市悬疑\skills\都市悬疑-去AI味重写","实战自检与陷阱.md","都市悬疑\skills\都市悬疑-去AI味重写\references\实战自检与陷阱.md","1253","实战自检与陷阱","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-去AI味重写","数值双轨与视角保护.md","都市悬疑\skills\都市悬疑-去AI味重写\references\数值双轨与视角保护.md","752","数值双轨与视角保护","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-去AI味重写","通用风格与排版补充.md","都市悬疑\skills\都市悬疑-去AI味重写\references\通用风格与排版补充.md","5205","通用风格与排版补充","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-去AI味重写","与控制卡_正文润色_审阅章节正文的桥接规则.md","都市悬疑\skills\都市悬疑-去AI味重写\references\与控制卡_正文润色_审阅章节正文的桥接规则.md","994","与控制卡 / 正文润色 / 审阅章节正文的桥接规则","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-去AI味重写","AI味识别雷达.md","都市悬疑\skills\都市悬疑-去AI味重写\references\AI味识别雷达.md","1863","AI味识别雷达","ok","True","False","","False","","True","通用-去AI味重写","False","True"
"都市悬疑\skills\都市悬疑-去AI味重写","AI味识别与改写工具包.md","都市悬疑\skills\都市悬疑-去AI味重写\references\AI味识别与改写工具包.md","1599","AI味识别与改写工具包","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-润色作者有话说","题材作者有话说补充规则.md","都市悬疑\skills\都市悬疑-润色作者有话说\references\题材作者有话说补充规则.md","1148","题材作者有话说补充规则","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-润色作者有话说","作者有话说与读者侧产物协同.md","都市悬疑\skills\都市悬疑-润色作者有话说\references\作者有话说与读者侧产物协同.md","672","作者有话说与读者侧产物协同","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-设计标题","各平台题材化书名补丁.md","都市悬疑\skills\都市悬疑-设计标题\references\各平台题材化书名补丁.md","1873","各平台题材化书名补丁（都市悬疑）","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-设计标题","题材书名补充规则.md","都市悬疑\skills\都市悬疑-设计标题\references\题材书名补充规则.md","1559","题材书名补充规则（都市悬疑）","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-设计分卷大纲","分部模板.md","都市悬疑\skills\都市悬疑-设计分卷大纲\references\分部模板.md","566","分部模板补充（都市悬疑）","ok","True","False","","False","","True","通用-设计分卷大纲","False","True"
"都市悬疑\skills\都市悬疑-设计分卷大纲","分部与分卷专属设计规则.md","都市悬疑\skills\都市悬疑-设计分卷大纲\references\分部与分卷专属设计规则.md","17526","分部与分卷专属设计规则","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-设计分卷大纲","分卷模板与章节工件.md","都市悬疑\skills\都市悬疑-设计分卷大纲\references\分卷模板与章节工件.md","602","分卷模板与章节工件补充（都市悬疑）","ok","True","False","","False","","True","通用-设计分卷大纲","False","True"
"都市悬疑\skills\都市悬疑-设计分卷大纲","故事面供血分卷落地与首卷抓手.md","都市悬疑\skills\都市悬疑-设计分卷大纲\references\故事面供血分卷落地与首卷抓手.md","829","故事面供血、分卷落地与首卷抓手","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-设计故事面","都市议题与悬疑母题耦合清单.md","都市悬疑\skills\都市悬疑-设计故事面\references\都市议题与悬疑母题耦合清单.md","652","都市议题与悬疑母题耦合清单","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-设计故事设定","创新性要素库.md","都市悬疑\skills\都市悬疑-设计故事设定\references\创新性要素库.md","2102","创新性要素库","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-设计故事设定","科学对冲玄学与都市程序证据补丁.md","都市悬疑\skills\都市悬疑-设计故事设定\references\科学对冲玄学与都市程序证据补丁.md","1768","科学对冲玄学与都市程序证据补丁","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-设计故事设定","示例格式与验证流程.md","都市悬疑\skills\都市悬疑-设计故事设定\references\示例格式与验证流程.md","728","示例格式与验证流程","ok","True","False","","False","","True","通用-设计故事设定","False","True"
"都市悬疑\skills\都市悬疑-设计人物传记","创新人物设计与心理弧线规范.md","都市悬疑\skills\都市悬疑-设计人物传记\references\创新人物设计与心理弧线规范.md","4569","创新人物设计与心理弧线规范","ok","True","False","","False","","False","","False","False"
"都市悬疑\skills\都市悬疑-设计人物传记","创新性人物设计要点.md","都市悬疑\skills\都市悬疑-设计人物传记\references\创新性人物设计要点.md","1175","创新性人物设计要点","ok","True","False","","False","","False","","False","False"
"都市悬疑\skills\都市悬疑-设计人物传记","内容一致性与风险校验.md","都市悬疑\skills\都市悬疑-设计人物传记\references\内容一致性与风险校验.md","817","内容一致性与风险校验","ok","True","False","","False","","False","","False","False"
"都市悬疑\skills\都市悬疑-设计人物传记","人物传记模板与写作抓手.md","都市悬疑\skills\都市悬疑-设计人物传记\references\人物传记模板与写作抓手.md","616","人物传记模板与写作抓手补充（都市悬疑）","ok","True","False","","False","","False","","False","False"
"都市悬疑\skills\都市悬疑-设计人物传记","三级大纲索引模板.md","都市悬疑\skills\都市悬疑-设计人物传记\references\三级大纲索引模板.md","627","三级大纲索引模板补充（都市悬疑）","ok","True","False","","False","","False","","False","False"
"都市悬疑\skills\都市悬疑-设计人物传记","三级大纲索引示例.md","都市悬疑\skills\都市悬疑-设计人物传记\references\三级大纲索引示例.md","1237","三级大纲索引示例","ok","True","False","","False","","False","","False","False"
"都市悬疑\skills\都市悬疑-设计人物传记","心理弧线与索引规则.md","都市悬疑\skills\都市悬疑-设计人物传记\references\心理弧线与索引规则.md","1770","心理弧线与索引规则","ok","True","False","","False","","True","通用-设计人物传记","False","False"
"都市悬疑\skills\都市悬疑-设计人物传记","质量控制与验证流程.md","都市悬疑\skills\都市悬疑-设计人物传记\references\质量控制与验证流程.md","772","质量控制与验证流程","ok","True","False","","False","","True","通用-设计人物传记","False","False"
"都市悬疑\skills\都市悬疑-设计事件案件引擎","都市现实摩擦与单元案供血规则.md","都市悬疑\skills\都市悬疑-设计事件案件引擎\references\都市现实摩擦与单元案供血规则.md","1774","都市现实摩擦与单元案供血规则","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-设计事件案件引擎","README.md","都市悬疑\skills\都市悬疑-设计事件案件引擎\references\README.md","212","题材 references 占位","ok","True","False","","False","","True","通用-平台签约评估框架;通用-设计总大纲;通用-组包投稿材料","False","True"
"都市悬疑\skills\都市悬疑-设计题材定位框架","都市悬疑定位与项目裁判源.md","都市悬疑\skills\都市悬疑-设计题材定位框架\references\都市悬疑定位与项目裁判源.md","1016","都市悬疑定位与项目裁判源","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-设计题材定位框架","题材边界与入口说明.md","都市悬疑\skills\都市悬疑-设计题材定位框架\references\题材边界与入口说明.md","673","题材边界与入口说明（都市悬疑）","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-设计线索伏笔与回收台账","README.md","都市悬疑\skills\都市悬疑-设计线索伏笔与回收台账\references\README.md","2074","都市悬疑线索伏笔与回收台账补充规则","ok","True","False","","False","","True","通用-平台签约评估框架;通用-设计总大纲;通用-组包投稿材料","False","True"
"都市悬疑\skills\都市悬疑-设计总大纲","故事面联动首卷承诺与平台闭环.md","都市悬疑\skills\都市悬疑-设计总大纲\references\故事面联动首卷承诺与平台闭环.md","1323","故事面联动、首卷承诺与平台闭环","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-设计总大纲","总纲模板与验收.md","都市悬疑\skills\都市悬疑-设计总大纲\references\总纲模板与验收.md","1027","总纲模板与验收补充（都市悬疑）","ok","True","False","","False","","True","通用-设计总大纲","False","True"
"都市悬疑\skills\都市悬疑-设计总大纲","总纲专属设计规则.md","都市悬疑\skills\都市悬疑-设计总大纲\references\总纲专属设计规则.md","11760","总纲专属设计规则","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-审阅分卷大纲","分部与分卷审阅报告增补.md","都市悬疑\skills\都市悬疑-审阅分卷大纲\references\分部与分卷审阅报告增补.md","5071","分部与分卷审阅报告增补","ok","True","False","","False","","True","通用-审阅分卷大纲","False","False"
"都市悬疑\skills\都市悬疑-审阅分卷大纲","分部与分卷审阅专属检查清单.md","都市悬疑\skills\都市悬疑-审阅分卷大纲\references\分部与分卷审阅专属检查清单.md","8581","分部与分卷审阅专属检查清单","ok","True","False","","False","","True","通用-审阅分卷大纲","False","False"
"都市悬疑\skills\都市悬疑-审阅分卷大纲","首卷留存章中回报与平台节奏诊断.md","都市悬疑\skills\都市悬疑-审阅分卷大纲\references\首卷留存章中回报与平台节奏诊断.md","831","首卷留存、章中回报与平台节奏诊断","ok","True","False","","False","","False","","False","False"
"都市悬疑\skills\都市悬疑-审阅分卷大纲","题材分卷审阅模板补充.md","都市悬疑\skills\都市悬疑-审阅分卷大纲\references\题材分卷审阅模板补充.md","5544","题材分卷审阅模板补充（都市悬疑）","ok","True","False","","False","","False","","False","False"
"都市悬疑\skills\都市悬疑-审阅故事设定","题材技术审阅模板补充.md","都市悬疑\skills\都市悬疑-审阅故事设定\references\题材技术审阅模板补充.md","9631","题材技术审阅模板补充（都市悬疑）","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-审阅人物传记","人物传记审阅报告增补.md","都市悬疑\skills\都市悬疑-审阅人物传记\references\人物传记审阅报告增补.md","1214","人物传记审阅报告增补（都市悬疑）","ok","True","False","","False","","True","通用-审阅人物传记","False","True"
"都市悬疑\skills\都市悬疑-审阅人物传记","人物传记审阅检查清单.md","都市悬疑\skills\都市悬疑-审阅人物传记\references\人物传记审阅检查清单.md","3138","人物传记审阅检查清单（都市悬疑补充）","ok","True","False","","False","","True","通用-审阅人物传记","False","True"
"都市悬疑\skills\都市悬疑-审阅人物传记","审阅维度说明.md","都市悬疑\skills\都市悬疑-审阅人物传记\references\审阅维度说明.md","1910","审阅维度说明（都市悬疑）","ok","True","False","","False","","True","通用-审阅故事设定;通用-审阅人物传记","False","True"
"都市悬疑\skills\都市悬疑-审阅人物传记","题材人物审阅模板补充.md","都市悬疑\skills\都市悬疑-审阅人物传记\references\题材人物审阅模板补充.md","8207","题材人物审阅模板补充（都市悬疑）","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-审阅章节正文","都市现实针脚与回炉优先级.md","都市悬疑\skills\都市悬疑-审阅章节正文\references\都市现实针脚与回炉优先级.md","591","都市现实针脚与回炉优先级","ok","True","False","","False","","False","","False","False"
"都市悬疑\skills\都市悬疑-审阅章节正文","控制卡_正文_审阅_回炉桥.md","都市悬疑\skills\都市悬疑-审阅章节正文\references\控制卡_正文_审阅_回炉桥.md","774","控制卡 → 正文 → 审阅 → 回炉桥","ok","True","False","","False","","False","","False","False"
"都市悬疑\skills\都市悬疑-审阅章节正文","题材章节正文审阅模板补充.md","都市悬疑\skills\都市悬疑-审阅章节正文\references\题材章节正文审阅模板补充.md","5986","题材章节正文审阅模板补充（都市悬疑）","ok","True","False","","False","","False","","False","False"
"都市悬疑\skills\都市悬疑-审阅章节正文","章节审阅核心点.md","都市悬疑\skills\都市悬疑-审阅章节正文\references\章节审阅核心点.md","792","章节审阅核心点","ok","True","False","","False","","False","","False","False"
"都市悬疑\skills\都市悬疑-审阅章节正文","章节正文审阅报告增补.md","都市悬疑\skills\都市悬疑-审阅章节正文\references\章节正文审阅报告增补.md","959","章节正文审阅报告增补","ok","True","False","","False","","False","","False","False"
"都市悬疑\skills\都市悬疑-审阅章节正文","章节正文审阅检查清单.md","都市悬疑\skills\都市悬疑-审阅章节正文\references\章节正文审阅检查清单.md","1314","章节正文审阅检查清单","ok","True","False","","False","","True","通用-审阅章节正文","False","False"
"都市悬疑\skills\都市悬疑-审阅总大纲","题材总纲审阅模板补充.md","都市悬疑\skills\都市悬疑-审阅总大纲\references\题材总纲审阅模板补充.md","5728","题材总纲审阅模板补充（都市悬疑）","ok","True","False","","False","","False","","False","False"
"都市悬疑\skills\都市悬疑-审阅总大纲","总纲断供诊断与回写补丁.md","都市悬疑\skills\都市悬疑-审阅总大纲\references\总纲断供诊断与回写补丁.md","774","总纲断供诊断与回写补丁","ok","True","False","","False","","False","","False","False"
"都市悬疑\skills\都市悬疑-审阅总大纲","总纲审阅报告增补.md","都市悬疑\skills\都市悬疑-审阅总大纲\references\总纲审阅报告增补.md","4664","总纲审阅报告增补","ok","True","False","","False","","True","通用-审阅总大纲","False","False"
"都市悬疑\skills\都市悬疑-审阅总大纲","总纲审阅专属检查清单.md","都市悬疑\skills\都市悬疑-审阅总大纲\references\总纲审阅专属检查清单.md","8080","总纲审阅专属检查清单","ok","True","False","","False","","True","通用-审阅总大纲","False","False"
"都市悬疑\skills\都市悬疑-生成章节控制卡","卷首_中段_卷尾分型模板卡.md","都市悬疑\skills\都市悬疑-生成章节控制卡\references\卷首_中段_卷尾分型模板卡.md","467","分型模板卡补充（都市悬疑）","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-生成章节控制卡","可直接复制填写的都市悬疑控制卡模板.md","都市悬疑\skills\都市悬疑-生成章节控制卡\references\可直接复制填写的都市悬疑控制卡模板.md","661","控制卡补充模板（都市悬疑）","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-生成章节控制卡","控制卡标题段落与作者有话说策略.md","都市悬疑\skills\都市悬疑-生成章节控制卡\references\控制卡标题段落与作者有话说策略.md","963","控制卡标题、段落与作者有话说策略","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-生成章节控制卡","题材控制卡补充规则.md","都市悬疑\skills\都市悬疑-生成章节控制卡\references\题材控制卡补充规则.md","941","题材控制卡补充规则","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-输出百度百家号版","分节级补救映射与详细规则回填.md","都市悬疑\skills\都市悬疑-输出百度百家号版\references\分节级补救映射与详细规则回填.md","2492","都市悬疑-输出百度百家号版｜分节级补救映射与详细规则回填","ok","True","False","","False","","True","通用-输出百度百家号版;通用-输出出版社版;通用-输出豆瓣版;通用-输出番茄版;通用-输出今日头条版;通用-输出七猫版;通用-输出起点中文网版;通用-输出微信订阅号版;通用-输出小红书版;通用-输出新浪微博版;通用-输出知乎版;通用-输出纵横小说版;通用-输出B站版;通用-输出GoodNovel版;通用-输出My Fiction版;通用-输出WebNovel版","False","True"
"都市悬疑\skills\都市悬疑-输出百度百家号版","平台研究补充.md","都市悬疑\skills\都市悬疑-输出百度百家号版\references\平台研究补充.md","2235","平台研究补充","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-输出百度百家号版","题材边界与来源.md","都市悬疑\skills\都市悬疑-输出百度百家号版\references\题材边界与来源.md","1140","都市悬疑-输出百度百家号版｜题材边界与来源","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-输出百度百家号版","执行细则与题材补丁.md","都市悬疑\skills\都市悬疑-输出百度百家号版\references\执行细则与题材补丁.md","3910","都市悬疑-输出百度百家号版｜执行细则与题材补丁","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-输出出版社版","分节级补救映射与详细规则回填.md","都市悬疑\skills\都市悬疑-输出出版社版\references\分节级补救映射与详细规则回填.md","942","都市悬疑-输出出版社版｜分节级补救映射与详细规则回填","ok","True","False","","False","","True","通用-输出百度百家号版;通用-输出出版社版;通用-输出豆瓣版;通用-输出番茄版;通用-输出今日头条版;通用-输出七猫版;通用-输出起点中文网版;通用-输出微信订阅号版;通用-输出小红书版;通用-输出新浪微博版;通用-输出知乎版;通用-输出纵横小说版;通用-输出B站版;通用-输出GoodNovel版;通用-输出My Fiction版;通用-输出WebNovel版","False","True"
"都市悬疑\skills\都市悬疑-输出出版社版","平台研究补充.md","都市悬疑\skills\都市悬疑-输出出版社版\references\平台研究补充.md","255","平台研究补充","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-输出出版社版","题材边界与来源.md","都市悬疑\skills\都市悬疑-输出出版社版\references\题材边界与来源.md","846","都市悬疑-输出出版社版｜题材边界与来源","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-输出出版社版","执行细则与题材补丁.md","都市悬疑\skills\都市悬疑-输出出版社版\references\执行细则与题材补丁.md","3136","都市悬疑-输出出版社版｜执行细则与题材补丁","ok","True","False","","False","","False","","False","True"
"都市悬疑\skills\都市悬疑-输出豆瓣版","分节级补救映射与详细规则回填.md","都市悬疑\skills\都市悬疑-输出豆瓣版\references\分节级补救映射与详细规则回填.md","931","都市悬疑-输出豆瓣版｜分节级补救映射与详细规则回填","ok","True","False","","False","","True","通用-输出百度百家号版;通用-输出出版社版;通用-输出豆瓣版;通用-输出番茄版;通用-输出今日头条版;通用-输出七猫版;通用-输出起点中文网版;通用-输出微信订阅号版;通用-输出小红书版;通用-输出新浪微博版;通用-输出知乎版;通用-输出纵横小说版;通用-输出B站版;通用-输出GoodNovel版;通用-输出My Fiction版;通用-输出WebNovel版","False","True"
"都市悬疑\skills\都市悬疑-输出豆瓣版","平台研究补充.md","都市悬疑\skills\都市悬疑-输出豆瓣版\references\平台研究补充.md","258","平台研究补充","ok","True","False","","False","","False","","False","True"
